name,value,rarity,weight,image,desc
Ford Crown Victoria Police Interceptor 2010,15000,COMMON,1,https://static.wikia.nocookie.net/forzamotorsport/images/2/26/FH6_Ford_Crown_Victoria_Police_Interceptor.png/revision/latest/scale-to-width-down/1200?cb=20260516173924,
Honda Beat 1991,15000,RARE,1,https://static.wikia.nocookie.net/forzamotorsport/images/b/bd/FH6_Honda_Beat.png/revision/latest/scale-to-width-down/1200?cb=20260511233213,
Honda Civic Type R 2004,15000,COMMON,1,https://static.wikia.nocookie.net/forzamotorsport/images/c/c2/FH6_Honda_Civic_Type_R_2004.png/revision/latest/scale-to-width-down/1200?cb=20260516174755,
Honda Prelude Si 1994,15000,COMMON,1,https://static.wikia.nocookie.net/forzamotorsport/images/7/73/FH6_Honda_Prelude_Si.png/revision/latest/scale-to-width-down/1200?cb=20260516175041,
Mazda MX-5 Miata 1994,15000,COMMON,1,https://static.wikia.nocookie.net/forzamotorsport/images/4/4d/FH6_Mazda_MX-5_Miata_1994.png/revision/latest/scale-to-width-down/1200?cb=20260516175403,
Nissan Gloria Gran Turismo 1995,15000,RARE,1,https://static.wikia.nocookie.net/forzamotorsport/images/c/c1/FH6_Nissan_Gloria_Gran_Turismo.png/revision/latest/scale-to-width-down/1200?cb=20260511230133,
Subaru LEGACY RS 1990,15000,COMMON,1,https://static.wikia.nocookie.net/forzamotorsport/images/4/47/FH6_Subaru_Legacy_RS.png/revision/latest/scale-to-width-down/1200?cb=20260516181216,
Volkswagen Scirocco R 2011,15000,RARE,1,https://static.wikia.nocookie.net/forzamotorsport/images/2/2c/FH6_Volkswagen_Scirocco_R.png/revision/latest?cb=20260516181634,
Toyota Chaser 2.5 Tourer V 1997,15500,RARE,1,https://static.wikia.nocookie.net/forzamotorsport/images/0/03/FH6_Toyota_Chaser_2.5_Tourer_V.png/revision/latest/scale-to-width-down/1200?cb=20260516181433,
Toyota 86 2013,15800,RARE,1,https://static.wikia.nocookie.net/forzamotorsport/images/9/9b/FH6_Toyota_86.png/revision/latest?cb=20260516181426,
Can-Am Maverick X RS Turbo R 2018,16000,COMMON,1,https://static.wikia.nocookie.net/forzamotorsport/images/f/ff/FH6_Can_Am_Maverick_X_RS_Turbo_R.png/revision/latest/scale-to-width-down/1200?cb=20260516173004,
Jeep Wrangler Rubicon 2012,16000,COMMON,1,https://static.wikia.nocookie.net/forzamotorsport/images/e/e7/FH6_Jeep_Wrangler_Rubicon.png/revision/latest/scale-to-width-down/1200?cb=20260516174835,
Volkswagen Pickup LX 1982,16000,EPIC,1,https://static.wikia.nocookie.net/forzamotorsport/images/5/55/FH6_Volkswagen_Pickup_LX.png/revision/latest/scale-to-width-down/1200?cb=20260516181632,
Honda Civic Type R 2007,17000,COMMON,1,https://static.wikia.nocookie.net/forzamotorsport/images/9/95/FH6_Honda_Civic_Type_R_2007.png/revision/latest/scale-to-width-down/1200?cb=20260516174756,
Volkswagen Beetle 1963,17000,LEGENDARY,1,https://static.wikia.nocookie.net/forzamotorsport/images/1/1d/FH6_Volkswagen_Beetle.png/revision/latest?cb=20260516181621,
Acura RSX Type S 2002,18000,COMMON,1,https://static.wikia.nocookie.net/forzamotorsport/images/d/d9/FH6_Acura_RSX_Type-S.png/revision/latest/scale-to-width-down/1200?cb=20260516171723,
Mazda MX-5 2016,18000,EPIC,1,https://static.wikia.nocookie.net/forzamotorsport/images/1/18/FH6_Mazda_MX-5_2016.png/revision/latest/scale-to-width-down/1200?cb=20260516175400,
Nissan Fairlady Z 2003,18000,COMMON,1,https://static.wikia.nocookie.net/forzamotorsport/images/e/ec/FH6_Nissan_Fairlady_Z.png/revision/latest/scale-to-width-down/1200?cb=20260516180429,
Toyota Soarer 2.5 GT-T 1997,18000,RARE,1,https://static.wikia.nocookie.net/forzamotorsport/images/b/bc/FH6_Toyota_Soarer_2.5_GT-T.png/revision/latest?cb=20260516181453,
Volkswagen Golf GTI 1983,18000,COMMON,1,https://static.wikia.nocookie.net/forzamotorsport/images/b/bb/FH6_Volkswagen_Golf_GTI.png/revision/latest/scale-to-width-down/1200?cb=20260516181626,
Nissan S-Cargo 1989,19000,RARE,1,https://static.wikia.nocookie.net/forzamotorsport/images/e/e8/FH6_Nissan_S-Cargo.png/revision/latest/scale-to-width-down/1200?cb=20260516180638,
Audi RS 3 Sportback 2011,20000,COMMON,1,https://static.wikia.nocookie.net/forzamotorsport/images/c/ce/FH6_Audi_RS_3_Sportback.png/revision/latest/scale-to-width-down/1200?cb=20260516171801,
Chevrolet Camaro Z28 1979,20000,RARE,1,https://static.wikia.nocookie.net/forzamotorsport/images/a/a8/FH6_Chevrolet_Camaro_Z28_1979.png/revision/latest/scale-to-width-down/1200?cb=20260516172709,
Honda Civic Type R 2008,20000,RARE,1,https://static.wikia.nocookie.net/forzamotorsport/images/b/b7/FH6_Honda_Civic_Type_R_2008.png/revision/latest?cb=20260516174757,
Hyundai Veloster N 2019,20000,EPIC,1,https://static.wikia.nocookie.net/forzamotorsport/images/4/4f/FH6_Hyundai_Veloster_N.png/revision/latest/scale-to-width-down/1200?cb=20260516174819,
Mitsubishi GTO 1997,20000,COMMON,1,https://static.wikia.nocookie.net/forzamotorsport/images/9/96/FH6_Mitsubishi_GTO.png/revision/latest/scale-to-width-down/1200?cb=20260516180406,
Nissan Silvia K's 1994,20000,COMMON,1,https://static.wikia.nocookie.net/forzamotorsport/images/c/c8/FH6_Nissan_Silvia_K%27s_1994.png/revision/latest/scale-to-width-down/1200?cb=20260516180640,
Nissan Stagea RS FOUR V 1997,20000,EPIC,1,https://static.wikia.nocookie.net/forzamotorsport/images/a/a9/FH6_Nissan_Stagea_RS_Four_V.png/revision/latest/scale-to-width-down/1200?cb=20260516180653,
Subaru BRAT GL 1980,20000,COMMON,1,https://static.wikia.nocookie.net/forzamotorsport/images/c/c9/FH6_Subaru_BRAT_GL.png/revision/latest/scale-to-width-down/1200?cb=20260516181201,
Toyota Chaser GT Twin Turbo 1991,20000,RARE,1,https://static.wikia.nocookie.net/forzamotorsport/images/5/59/FH6_Toyota_Chaser_GT_Twin_Turbo.png/revision/latest?cb=20260516181434,
Volkswagen Golf R 2010,20000,RARE,1,https://static.wikia.nocookie.net/forzamotorsport/images/f/fe/FH6_Volkswagen_Golf_R_2010.png/revision/latest/scale-to-width-down/1200?cb=20260516181627,
Audi S1 2015,21000,COMMON,1,https://static.wikia.nocookie.net/forzamotorsport/images/b/bf/FH6_Audi_S1.png/revision/latest/scale-to-width-down/1200?cb=20260516172610,
Mazda Mazdaspeed MX-5 2005,21000,COMMON,1,https://static.wikia.nocookie.net/forzamotorsport/images/9/9d/FH6_Mazda_Mazdaspeed_MX-5.png/revision/latest/scale-to-width-down/1200?cb=20260516175358,
Peel P50 1962,21000,LEGENDARY,1,https://static.wikia.nocookie.net/forzamotorsport/images/b/be/FH6_Peel_P50.png/revision/latest/scale-to-width-down/1200?cb=20260516180703,
Peel P50 Trolli Edition 1962,21000,LEGENDARY,1,https://static.wikia.nocookie.net/forzamotorsport/images/f/f2/FH6_Peel_P50_Trolli_Edition.png/revision/latest?cb=20260519232307,
Hyundai IONIQ 5 N 2023,22000,RARE,1,https://static.wikia.nocookie.net/forzamotorsport/images/5/56/FH6_Hyundai_IONIQ_5_N.png/revision/latest/scale-to-width-down/1200?cb=20260516174817,
Nissan Silvia K's Aero 1998,22000,COMMON,1,https://static.wikia.nocookie.net/forzamotorsport/images/3/33/FH6_Nissan_Silvia_K%27s_AERO.png/revision/latest/scale-to-width-down/1200?cb=20260516180641,
Peugeot 205 Rallye 1991,22000,RARE,1,https://static.wikia.nocookie.net/forzamotorsport/images/3/39/FH6_Peugeot_205_Rallye.png/revision/latest/scale-to-width-down/1200?cb=20260516180827,
Volkswagen Golf Gti 16v Mk2 1992,22000,COMMON,1,https://static.wikia.nocookie.net/forzamotorsport/images/1/19/FH6_Volkswagen_Golf_Gti_16v_Mk2.png/revision/latest/scale-to-width-down/1200?cb=20260516181625,
Mazda Savanna RX-7 1990,23000,EPIC,1,https://static.wikia.nocookie.net/forzamotorsport/images/6/6d/FH6_Mazda_Savanna_RX-7.png/revision/latest/scale-to-width-down/1200?cb=20260516175537,
Nissan Be-1 1987,23000,EPIC,1,https://static.wikia.nocookie.net/forzamotorsport/images/8/8e/FH6_Nissan_Be-1.png/revision/latest/scale-to-width-down/1200?cb=20260516180427,
BMW X5 M 2011,24000,COMMON,1,https://static.wikia.nocookie.net/forzamotorsport/images/3/3c/FH6_BMW_X5_M.png/revision/latest/scale-to-width-down/1200?cb=20260516172652,
Abarth 595 esseesse 1968,25000,COMMON,1,https://static.wikia.nocookie.net/forzamotorsport/images/e/e1/FH6_Abarth_595_esseesse.png/revision/latest/scale-to-width-down/1200?cb=20260516171717,
Acura Integra Type R 2001,25000,COMMON,1,https://static.wikia.nocookie.net/forzamotorsport/images/4/40/FH6_Acura_Integra_Type-R.png/revision/latest/scale-to-width-down/1200?cb=20260516171721,
Audi RS 5 Coupé 2011,25000,RARE,1,https://static.wikia.nocookie.net/forzamotorsport/images/1/15/FH6_Audi_RS_5_Coupe_2011.png/revision/latest/scale-to-width-down/1200?cb=20260516172217,
Mazda Mazdaspeed 3 2010,25000,COMMON,1,https://static.wikia.nocookie.net/forzamotorsport/images/0/0d/FH6_Mazda_Mazdaspeed_3.png/revision/latest/scale-to-width-down/1200?cb=20260516175357,
Mercedes-Benz A 45 AMG 2013,25000,RARE,1,https://static.wikia.nocookie.net/forzamotorsport/images/a/a8/FH6_Mercedes-Benz_A_45_AMG.png/revision/latest/scale-to-width-down/1200?cb=20260516175608,
Mitsubishi Galant VR-4 1992,25000,RARE,1,https://static.wikia.nocookie.net/forzamotorsport/images/9/96/FH6_Mitsubishi_Galant_VR-4.png/revision/latest/scale-to-width-down/1200?cb=20260516180405,
Mitsubishi Lancer Evolution X GSR 2008,25000,RARE,1,https://static.wikia.nocookie.net/forzamotorsport/images/7/77/FH6_Mitsubishi_Lancer_Evolution_X_GSR.png/revision/latest/scale-to-width-down/1200?cb=20260516180413,
Mitsubishi Montero Exceed 2800,25000,RARE,1,https://static.wikia.nocookie.net/forzamotorsport/images/2/26/FH6_Mitsubishi_Montero_Exceed_2800_TD.png/revision/latest/scale-to-width-down/1200?cb=20260516180416,
Nissan Safari Turbo 1985,25000,TREASURE,1,https://static.wikia.nocookie.net/forzamotorsport/images/7/73/FH6_Nissan_Safari_Turbo.png/revision/latest/scale-to-width-down/1200?cb=20260516180636,
Pontiac Firebird Trans Am GTA 1987,25000,COMMON,1,https://static.wikia.nocookie.net/forzamotorsport/images/3/3b/FH6_Pontiac_Firebird_Trans_Am_GTA.png/revision/latest/scale-to-width-down/1200?cb=20260516180841,
Subaru BRZ 2013,25000,COMMON,1,https://static.wikia.nocookie.net/forzamotorsport/images/6/65/FH6_Subaru_BRZ_2013.png/revision/latest/scale-to-width-down/1200?cb=20260516181202,
Subaru WRX 2022,25000,EPIC,1,https://static.wikia.nocookie.net/forzamotorsport/images/0/04/FH6_Subaru_WRX.png/revision/latest/scale-to-width-down/1200?cb=20260516181421,
Toyota JPN Taxi 2017,25000,COMMON,1,https://static.wikia.nocookie.net/forzamotorsport/images/f/fe/FH6_Toyota_JPN_Taxi.png/revision/latest/scale-to-width-down/1200?cb=20260511231252,
Ford Fiesta ST 2023,26000,COMMON,1,https://static.wikia.nocookie.net/forzamotorsport/images/a/a3/FH6_Ford_Fiesta_ST_2023.png/revision/latest/scale-to-width-down/1200?cb=20260516173939,
Subaru IMPREZA WRX STI 2008,27000,RARE,1,https://static.wikia.nocookie.net/forzamotorsport/images/3/3a/FH6_Subaru_Impreza_WRX_STI_2008.png/revision/latest/scale-to-width-down/1200?cb=20260516181206,
Subaru WRX STI 2011,27000,RARE,1,https://static.wikia.nocookie.net/forzamotorsport/images/a/a9/FH6_Subaru_WRX_STI_2011.png/revision/latest?cb=20260516181212,
Subaru WRX STI 2015,27000,COMMON,1,https://static.wikia.nocookie.net/forzamotorsport/images/7/7e/FH6_Subaru_WRX_STI_2015.png/revision/latest/scale-to-width-down/1200?cb=20260516181419,
Toyota Celica GT-Four ST205 1994,27000,COMMON,1,https://static.wikia.nocookie.net/forzamotorsport/images/6/6f/FH6_Toyota_Celica_GT-Four_ST205.png/revision/latest/scale-to-width-down/1200?cb=20260516181431,
Volkswagen Golf R 2014,27000,COMMON,1,https://static.wikia.nocookie.net/forzamotorsport/images/7/71/FH6_Volkswagen_Golf_R_2014.png/revision/latest/scale-to-width-down/1200?cb=20260516181628,
Mazda MX-5 2013,28000,COMMON,1,https://static.wikia.nocookie.net/forzamotorsport/images/9/91/FH6_Mazda_MX-5_2013.png/revision/latest/scale-to-width-down/1200?cb=20260516175359,
Nissan Pulsar GTI-R 1990,28000,RARE,1,https://static.wikia.nocookie.net/forzamotorsport/images/6/6e/FH6_Nissan_Pulsar_GTI-R.png/revision/latest?cb=20260516180633,
Subaru BRZ 2022,28000,EPIC,1,https://static.wikia.nocookie.net/forzamotorsport/images/7/74/FH6_Subaru_BRZ_2022.png/revision/latest/scale-to-width-down/1200?cb=20260516181205,
Toyota GR86 2022,28000,COMMON,1,https://static.wikia.nocookie.net/forzamotorsport/images/c/c5/FH6_Toyota_GR86.png/revision/latest/scale-to-width-down/1200?cb=20260516181442,
Toyota MR2 GT 1995,28000,RARE,1,https://static.wikia.nocookie.net/forzamotorsport/images/5/5d/FH6_Toyota_MR2_GT.png/revision/latest?cb=20260516181450,
Toyota Supra 2.0 GT 1992,28000,RARE,1,https://static.wikia.nocookie.net/forzamotorsport/images/2/27/FH6_Toyota_Supra_2.0_GT.png/revision/latest?cb=20260516181500,
Mazda MX-5 Miata RF 2022,29000,EPIC,1,https://static.wikia.nocookie.net/forzamotorsport/images/7/7b/FH6_Mazda_MX-5_Miata_RF.png/revision/latest/scale-to-width-down/1200?cb=20260516175405,
Mitsubishi Lancer Evolution III GSR 1995,29000,TREASURE,1,https://static.wikia.nocookie.net/forzamotorsport/images/8/84/FH6_Mitsubishi_Lancer_Evolution_III_GSR.png/revision/latest?cb=20260516180407,
Volkswagen Golf R 2021,29000,COMMON,1,https://static.wikia.nocookie.net/forzamotorsport/images/6/6f/FH6_Volkswagen_Golf_R_2021.png/revision/latest/scale-to-width-down/1200?cb=20260516181629,
Alfa Romeo 155 Q4 1992,30000,EPIC,1,https://static.wikia.nocookie.net/forzamotorsport/images/1/1d/FH6_Alfa_Romeo_155_Q4.png/revision/latest/scale-to-width-down/1200?cb=20260516171728,
Audi RS 4 Avant 2013,30000,RARE,1,https://static.wikia.nocookie.net/forzamotorsport/images/f/f6/FH6_Audi_RS_4_Avant_2013.png/revision/latest/scale-to-width-down/1200?cb=20260516171804,
BMW M3 1997,30000,COMMON,1,https://static.wikia.nocookie.net/forzamotorsport/images/5/55/FH6_BMW_M3_1997.png/revision/latest/scale-to-width-down/1200?cb=20260516172628,
Chevrolet Impala Super Sport 1996,30000,COMMON,1,https://static.wikia.nocookie.net/forzamotorsport/images/b/b2/FH6_Chevrolet_Impala_Super_Sport.png/revision/latest/scale-to-width-down/1200?cb=20260516173032,
Chevrolet Monte Carlo Super Sport 1988,30000,COMMON,1,https://static.wikia.nocookie.net/forzamotorsport/images/5/5e/FH6_Chevrolet_Monte_Carlo_Super_Sport.png/revision/latest/scale-to-width-down/1200?cb=20260516173035,
Ford Racing Puma 1999,30000,RARE,1,https://static.wikia.nocookie.net/forzamotorsport/images/3/3a/FH6_Ford_Racing_Puma.png/revision/latest?cb=20260516174726,
Honda Civic Type R 1997,30000,COMMON,1,https://static.wikia.nocookie.net/forzamotorsport/images/3/3b/FH6_Honda_Civic_Type_R_1997.png/revision/latest/scale-to-width-down/1200?cb=20260516174754,
Honda Civic Type R 2015,30000,COMMON,1,https://static.wikia.nocookie.net/forzamotorsport/images/7/72/FH6_Honda_Civic_Type_R_2015.png/revision/latest/scale-to-width-down/1200?cb=20260516174758,
Honda e 2022,30000,COMMON,1,https://static.wikia.nocookie.net/forzamotorsport/images/b/b4/FH6_Honda_e.png/revision/latest/scale-to-width-down/1200?cb=20260511231437,
Mazda RX-7 GSL-SE 1985,30000,TREASURE,1,https://static.wikia.nocookie.net/forzamotorsport/images/8/85/FH6_Mazda_RX-7_GSL-SE.png/revision/latest?cb=20260516175533,
MINI John Cooper Works GP 2012,30000,RARE,1,https://static.wikia.nocookie.net/forzamotorsport/images/b/b5/FH6_MINI_John_Cooper_Works_GP_2012.png/revision/latest/scale-to-width-down/1200?cb=20260516180355,
Mitsubishi Lancer Evolution VIII MR 2004,30000,RARE,1,https://static.wikia.nocookie.net/forzamotorsport/images/1/14/FH6_Mitsubishi_Lancer_Evolution_VIII_MR.png/revision/latest/scale-to-width-down/1200?cb=20260516180412,
Porsche 944 Turbo 1989,30000,RARE,1,https://static.wikia.nocookie.net/forzamotorsport/images/2/25/FH6_Porsche_968_Turbo_S.png/revision/latest?cb=20260516180913,
Renault Clio Williams 1993,30000,COMMON,1,https://static.wikia.nocookie.net/forzamotorsport/images/d/d1/FH6_Renault_Clio_Williams.png/revision/latest/scale-to-width-down/1200?cb=20260516181143,
Subaru IMPREZA WRX STI 2004,30000,COMMON,1,https://static.wikia.nocookie.net/forzamotorsport/images/e/ee/FH6_Subaru_Impreza_WRX_STi_2004.png/revision/latest/scale-to-width-down/1200?cb=20260516181210,
Toyota Celica GT-Four RC ST185 1992,30000,RARE,1,https://static.wikia.nocookie.net/forzamotorsport/images/c/c4/FH6_Toyota_Celica_GT-Four_RC_ST185.png/revision/latest?cb=20260516181430,
Toyota Sprinter Trueno GT Apex 1985,30000,EPIC,1,https://static.wikia.nocookie.net/forzamotorsport/images/b/b2/FH6_Toyota_Sprinter_Trueno_GT_Apex.png/revision/latest?cb=20260516181458,
Volkswagen Corrado VR6 1995,30000,COMMON,1,https://static.wikia.nocookie.net/forzamotorsport/images/7/71/FH6_Volkswagen_Corrado_VR6.png/revision/latest/scale-to-width-down/1200?cb=20260516181623,
Volvo 242 Turbo Evolution 1983,30000,COMMON,1,https://static.wikia.nocookie.net/forzamotorsport/images/2/25/FH6_Volvo_242_Turbo_Evolution.png/revision/latest/scale-to-width-down/1200?cb=20260516181637,
Toyota Camry TRD 2023,31000,EPIC,1,https://static.wikia.nocookie.net/forzamotorsport/images/1/14/FH6_Toyota_Camry_TRD.png/revision/latest?cb=20260516181429,
Hyundai i30 N 2020,32000,RARE,1,https://static.wikia.nocookie.net/forzamotorsport/images/8/83/FH6_Hyundai_i30_N.png/revision/latest/scale-to-width-down/1200?cb=20260516174816,
Renault Megane R.S. 2018,32000,RARE,1,https://static.wikia.nocookie.net/forzamotorsport/images/d/dd/FH6_Renault_Megane_R.S..png/revision/latest?cb=20260516181146,
Chevrolet Corvette Z06 2002,33000,COMMON,1,https://static.wikia.nocookie.net/forzamotorsport/images/6/67/FH6_Chevrolet_Corvette_Z06_2002.png/revision/latest/scale-to-width-down/1200?cb=20260516172721,
Mazda RX-8 R3 2011,33000,RARE,1,https://static.wikia.nocookie.net/forzamotorsport/images/e/eb/FH6_Mazda_RX-8_R3.png/revision/latest/scale-to-width-down/1200?cb=20260516175536,
Ford Focus ST 2022,34000,COMMON,1,https://static.wikia.nocookie.net/forzamotorsport/images/0/0c/FH6_Ford_Focus_ST.png/revision/latest/scale-to-width-down/1200?cb=20260516173944,
Mercedes-AMG C 63 S Coupé 2016,34000,RARE,1,https://static.wikia.nocookie.net/forzamotorsport/images/3/36/FH6_Mercedes-AMG_C63_S_Coupe.png/revision/latest/scale-to-width-down/1200?cb=20260516175552,
Meyers Manx 1971,34000,EPIC,1,https://static.wikia.nocookie.net/forzamotorsport/images/5/54/FH6_Meyers_Manx.png/revision/latest/scale-to-width-down/1200?cb=20260516180351,
Polaris RZR Pro XP Ultimate 2021,34000,RARE,1,https://static.wikia.nocookie.net/forzamotorsport/images/2/2b/FH6_Polaris_RZR_Pro_XP_Ultimate.png/revision/latest/scale-to-width-down/1200?cb=20260516180838,
Toyota Tacoma TRD Pro 2019,34000,RARE,1,https://static.wikia.nocookie.net/forzamotorsport/images/c/cb/FH6_Toyota_Tacoma_TRD_Pro.png/revision/latest?cb=20260516181610,
Audi RS 6 2003,35000,RARE,1,https://static.wikia.nocookie.net/forzamotorsport/images/6/63/FH6_Audi_RS_6_2003.png/revision/latest/scale-to-width-down/1200?cb=20260516172218,
Audi TT RS Coupé 2010,35000,RARE,1,https://static.wikia.nocookie.net/forzamotorsport/images/4/46/FH6_Audi_TT_RS_Coupe_2010.png/revision/latest/scale-to-width-down/1200?cb=20260516171818,
BMW M3 2005,35000,COMMON,1,https://static.wikia.nocookie.net/forzamotorsport/images/a/a2/FH6_BMW_M3_2005.png/revision/latest/scale-to-width-down/1200?cb=20260516172632,
Ford Focus RS 2003,35000,COMMON,1,https://static.wikia.nocookie.net/forzamotorsport/images/a/a1/FH6_Ford_Focus_RS_2003.png/revision/latest/scale-to-width-down/1200?cb=20260516173940,
Ford Mustang RTR Spec 5 2018,35000,RARE,1,https://static.wikia.nocookie.net/forzamotorsport/images/b/be/FH6_Ford_Mustang_RTR.png/revision/latest/scale-to-width-down/1200?cb=20260516174720,
Honda Civic Type R 2018,35000,RARE,1,https://static.wikia.nocookie.net/forzamotorsport/images/9/98/FH6_Honda_Civic_Type_R_2018.png/revision/latest/scale-to-width-down/1200?cb=20260516174800,
Lexus RC F 2015,35000,RARE,1,https://static.wikia.nocookie.net/forzamotorsport/images/9/92/FH6_Lexus_RC_F.png/revision/latest/scale-to-width-down/1200?cb=20260516175336,
Mitsubishi Eclipse GSX 1995,35000,COMMON,1,https://static.wikia.nocookie.net/forzamotorsport/images/9/97/FH6_Mitsubishi_Eclipse_GSX.png/revision/latest/scale-to-width-down/1200?cb=20260516180402,
Subaru IMPREZA WRX STI 2005,35000,COMMON,1,https://static.wikia.nocookie.net/forzamotorsport/images/8/8f/FH6_Subaru_Impreza_WRX_STi_2005.png/revision/latest/scale-to-width-down/1200?cb=20260516181211,
Toyota Sports 800 Fanta Edition 1965,35000,RARE,1,https://static.wikia.nocookie.net/forzamotorsport/images/1/13/FH6_Toyota_Sports_800_Fanta_Edition.png/revision/latest?cb=20260513192319,
Volkswagen Class 5/1600,35000,RARE,1,https://static.wikia.nocookie.net/forzamotorsport/images/8/88/FH6_Volkswagen_Class_51600_Baja_Bug.png/revision/latest?cb=20260516181622,
Volkswagen Golf R 2022,35000,RARE,1,https://static.wikia.nocookie.net/forzamotorsport/images/3/30/FH6_Volkswagen_Golf_R_2022.png/revision/latest?cb=20260516181631,
Acura Integra A-Spec 2023,36000,RARE,1,https://static.wikia.nocookie.net/forzamotorsport/images/1/10/FH6_Acura_Integra_A-Spec.png/revision/latest/scale-to-width-down/1200?cb=20260511233047,
Chevrolet El Camino Super Sport 454 1970,36000,RARE,1,https://static.wikia.nocookie.net/forzamotorsport/images/c/c9/FH6_Chevrolet_El_Camino_Super_Sport_454.png/revision/latest/scale-to-width-down/1000?cb=20260516172729,
Ford De Luxe Five-Window Coupe 1932,36000,COMMON,1,https://static.wikia.nocookie.net/forzamotorsport/images/0/0f/FH6_Ford_De_Luxe_Five-Window_Coupe.png/revision/latest/scale-to-width-down/1200?cb=20260516173926,
Jeep JT 2020,36000,COMMON,1,https://static.wikia.nocookie.net/forzamotorsport/images/1/10/FH6_Jeep_JT.png/revision/latest/scale-to-width-down/1200?cb=20260516174831,
BMW iX xDrive50 2022,37000,RARE,1,https://static.wikia.nocookie.net/forzamotorsport/images/8/80/FH6_BMW_iX_xDrive50.png/revision/latest/scale-to-width-down/1200?cb=20260516172620,
Ford Focus RS 2017,37000,EPIC,1,https://static.wikia.nocookie.net/forzamotorsport/images/9/95/FH6_Ford_Focus_RS_2017.png/revision/latest/scale-to-width-down/1200?cb=20260516173943,
Autozam AZ-1 1993,38000,RARE,1,https://static.wikia.nocookie.net/forzamotorsport/images/7/70/FH6_Autozam_AZ-1.png/revision/latest/scale-to-width-down/1200?cb=20260516171821,
BMW Z4 Roadster 2019,38000,COMMON,1,https://static.wikia.nocookie.net/forzamotorsport/images/b/b0/FH6_BMW_Z4_Roadster.png/revision/latest/scale-to-width-down/1200?cb=20260516172654,
GMC Typhoon 1992,38000,EPIC,1,https://static.wikia.nocookie.net/forzamotorsport/images/5/5d/FH6_GMC_Typhoon.png/revision/latest/scale-to-width-down/1200?cb=20260516174736,
MINI Cooper S 1965,39000,RARE,1,https://static.wikia.nocookie.net/forzamotorsport/images/3/35/FH6_MINI_Cooper_S.png/revision/latest/scale-to-width-down/1200?cb=20260516180354,
Reliant Supervan III 1972,39000,COMMON,1,https://static.wikia.nocookie.net/forzamotorsport/images/3/38/FH6_Reliant_Supervan_III.png/revision/latest/scale-to-width-down/1200?cb=20260516181139,
BMW M5 2012,40000,RARE,1,https://static.wikia.nocookie.net/forzamotorsport/images/4/45/FH6_BMW_M5_2012.png/revision/latest/scale-to-width-down/1200?cb=20260516172645,
