name,value,rarity,weight,image,desc
TVR Cerbera Speed 12 1998,750000,EPIC,1,https://static.wikia.nocookie.net/forzamotorsport/images/f/fd/FH6_TVR_Cerbera_Speed_12.png/revision/latest/scale-to-width-down/1200?cb=20260516181611,
Mercedes-Benz G 63 AMG 6x6 2014,780000,EPIC,1,https://static.wikia.nocookie.net/forzamotorsport/images/f/f9/FH6_Mercedes-Benz_G_63_AMG_6x6.png/revision/latest/scale-to-width-down/1200?cb=20260516175614,
Lamborghini Aventador LP 780-4 Ultimae 2021,800000,LEGENDARY,1,https://static.wikia.nocookie.net/forzamotorsport/images/4/49/FH6_Lamborghini_Aventador_LP_770-4_Ultimae.png/revision/latest/scale-to-width-down/1200?cb=20260516175101,
AMG Transport Dynamics M12S Warthog CST 2554,850000,LEGENDARY,1,https://static.wikia.nocookie.net/forzamotorsport/images/1/19/FH6_AMG_Transport_Dynamics_M12S_Warthog_CST.png/revision/latest/scale-to-width-down/1200?cb=20260516171737,
Lexus LFA 2010,875000,EPIC,1,https://static.wikia.nocookie.net/forzamotorsport/images/5/55/FH6_Lexus_LFA.png/revision/latest/scale-to-width-down/1200?cb=20260516175335,
Audi R8 LMS 2009,900000,RARE,1,https://static.wikia.nocookie.net/forzamotorsport/images/b/b0/FH6_Audi_R8_LMS.png/revision/latest/scale-to-width-down/1200?cb=20260516171757,
Porsche 911 GT3 RS 4.0 2012,930000,EPIC,1,https://static.wikia.nocookie.net/forzamotorsport/images/6/62/FH6_Porsche_911_GT3_RS_4.0.png/revision/latest/scale-to-width-down/1200?cb=20260516180859,
Jaguar Sport XJR-15 1991,950000,LEGENDARY,1,https://static.wikia.nocookie.net/forzamotorsport/images/e/e8/FH6_Jaguar_Sport_XJR-15.png/revision/latest/scale-to-width-down/1200?cb=20260516174825,
Alfa Romeo SE 048SP 1990,1000000,LEGENDARY,1,https://static.wikia.nocookie.net/forzamotorsport/images/9/97/FH6_Alfa_Romeo_SE_048SP.png/revision/latest/scale-to-width-down/1200?cb=20260713205814,
Ferrari 275 GTB4 Spider 1967,1000000,EPIC,1,https://static.wikia.nocookie.net/forzamotorsport/images/8/8c/FH6_Ferrari_275_GTB4_Spider.png/revision/latest/scale-to-width-down/1200?cb=20260713205817,
Ferrari F80 2025,1000000,LEGENDARY,1,https://static.wikia.nocookie.net/forzamotorsport/images/7/79/FH6_Ferrari_F80.png/revision/latest/scale-to-width-down/1200?cb=20260713205818,
Lamborghini Murciélago LP 670-4 SV 2010,1000000,EPIC,1,https://static.wikia.nocookie.net/forzamotorsport/images/b/bb/FH6_Lamborghini_Murcielago_SV.png/revision/latest/scale-to-width-down/1200?cb=20260516175118,
Nissan R390 (GT1) 1998,1000000,BARN FIND,1,https://static.wikia.nocookie.net/forzamotorsport/images/4/43/FH6_Nissan_PAO.png/revision/latest/scale-to-width-down/1200?cb=20260516180632,
Porsche #3 917 LH 1970,1000000,LEGENDARY,1,https://static.wikia.nocookie.net/forzamotorsport/images/a/a4/FH6_Porsche_3_917_LH.png/revision/latest?cb=20260516180843,
Saleen S7 LM 2017,1000000,EPIC,1,https://static.wikia.nocookie.net/forzamotorsport/images/5/55/FH6_Saleen_S7_LM.png/revision/latest/scale-to-width-down/1200?cb=20260516181153,
Toyota 2000,1000000,BARN FIND,1,https://static.wikia.nocookie.net/forzamotorsport/images/f/f7/FH6_Toyota_2000GT.png/revision/latest?cb=20260516181427,
Porsche 911 Carrera RS 1973,1050000,LEGENDARY,1,https://static.wikia.nocookie.net/forzamotorsport/images/e/e7/FH6_Porsche_911_Carrera_RS.png/revision/latest?cb=20260516180848,
Nissan NISMO GT-R LM 1995,1100000,LEGENDARY,1,https://static.wikia.nocookie.net/forzamotorsport/images/3/39/FH6_Nissan_NISMO_GT-R_LM.png/revision/latest/scale-to-width-down/1200?cb=20260516180631,
Porsche 911 GT2 1995,1100000,EPIC,1,https://static.wikia.nocookie.net/forzamotorsport/images/f/f9/FH6_Porsche_911_GT2_1995.png/revision/latest/scale-to-width-down/1200?cb=20260516180854,
Aston Martin Valhalla Concept Car 2019,1150000,LEGENDARY,1,https://static.wikia.nocookie.net/forzamotorsport/images/7/71/FH6_Aston_Martin_Valhalla_Concept_Car.png/revision/latest/scale-to-width-down/1200?cb=20260516171745,
Alfa Romeo Giulia TZ2 1965,1200000,LEGENDARY,1,https://static.wikia.nocookie.net/forzamotorsport/images/3/3e/FH6_Alfa_Romeo_Giulia_TZ2.png/revision/latest/scale-to-width-down/1200?cb=20260516171731,
Lamborghini Aventador SVJ 2018,1200000,LEGENDARY,1,https://static.wikia.nocookie.net/forzamotorsport/images/1/1f/FH6_Lamborghini_Aventador_SVJ.png/revision/latest/scale-to-width-down/1200?cb=20260516175102,
Zenvo TSR-S 2019,1200000,LEGENDARY,1,https://static.wikia.nocookie.net/forzamotorsport/images/b/bc/FH6_Zenvo_TSR-S.png/revision/latest?cb=20260516181642,
Mazda #55 Mazda 787B 1991,1220000,BARN FIND,1,https://static.wikia.nocookie.net/forzamotorsport/images/f/fc/FH6_Mazda_55_787B.png/revision/latest?cb=20260516175351,
Lexus LFA Forza Edition 2010,1250000,FORZA EDITION,1,https://static.wikia.nocookie.net/forzamotorsport/images/b/bd/FH6_Lexus_LFA_Forza_Edition.png/revision/latest?cb=20260516175334,
Porsche #3 917 LH Forza Edition 1970,1250000,FORZA EDITION,1,https://static.wikia.nocookie.net/forzamotorsport/images/c/c6/FH6_Porsche_3_917_LH_Forza_Edition.png/revision/latest?cb=20260516180842,
Ferrari 250 GT Berlinetta Lusso 1962,1400000,LEGENDARY,1,https://static.wikia.nocookie.net/forzamotorsport/images/9/9a/FH6_Ferrari_250_GT_Berlinetta_Lusso.png/revision/latest/scale-to-width-down/1200?cb=20260516173330,
Hennessey Venom GT 2012,1400000,LEGENDARY,1,https://static.wikia.nocookie.net/forzamotorsport/images/7/7d/FH6_Hennessey_Venom_GT.png/revision/latest/scale-to-width-down/1200?cb=20260516174743,
Lamborghini Essenza SCV12 2020,1500000,LEGENDARY,1,https://static.wikia.nocookie.net/forzamotorsport/images/4/4a/FH6_Lamborghini_Essenza_SCV12.png/revision/latest/scale-to-width-down/1200?cb=20260516175109,
Lotus Elise GT1 1997,1500000,LEGENDARY,1,https://static.wikia.nocookie.net/forzamotorsport/images/9/9c/FH6_Lotus_Elise_GT1.png/revision/latest/scale-to-width-down/1200?cb=20260516175338,
Nissan #12 Skyline GT-R (BNR32 Gr.A) JTC 1990,1500000,LEGENDARY,1,https://static.wikia.nocookie.net/forzamotorsport/images/d/d7/FH6_Nissan_12_Skyline_GT-R_BNR32_Gr._A_JTC.png/revision/latest/scale-to-width-down/1200?cb=20260516180419,
Porsche #185 959 Prodrive Rally Raid 1986,1500000,LEGENDARY,1,https://static.wikia.nocookie.net/forzamotorsport/images/f/f0/FH6_Porsche_185_959_Prodrive_Rally_Raid.png/revision/latest?cb=20260516180845,
McLaren P1 2013,1550000,LEGENDARY,1,https://static.wikia.nocookie.net/forzamotorsport/images/a/a6/FH6_McLaren_P1.png/revision/latest/scale-to-width-down/1200?cb=20260516175548,
Porsche #70 Porsche Motorsport 935 2019,1600000,LEGENDARY,1,https://static.wikia.nocookie.net/forzamotorsport/images/b/b7/FH6_Porsche_70_Porsche_Motorsport_935.png/revision/latest?cb=20260516180844,
Lamborghini Miura P400 1967,1700000,LEGENDARY,1,https://static.wikia.nocookie.net/forzamotorsport/images/9/9a/FH6_Lamborghini_Miura.png/revision/latest/scale-to-width-down/1200?cb=20260516175117,
Mercedes-Benz 300 SL Coupé 1954,1700000,LEGENDARY,1,https://static.wikia.nocookie.net/forzamotorsport/images/a/a7/FH6_Mercedes-Benz_300_SL_Coupe.png/revision/latest/scale-to-width-down/1200?cb=20260516175606,
Lamborghini Centenario LP 770-4 2016,1750000,LEGENDARY,1,https://static.wikia.nocookie.net/forzamotorsport/images/0/0e/FH6_Lamborghini_Centenario_LP_770-4.png/revision/latest/scale-to-width-down/1200?cb=20260516175103,
Porsche Carrera GT 2003,1800000,EPIC,1,https://static.wikia.nocookie.net/forzamotorsport/images/0/0d/FH6_Porsche_Carrera_GT.png/revision/latest/scale-to-width-down/1200?cb=20260516180914,
Porsche 959 1987,1875000,TREASURE,1,https://static.wikia.nocookie.net/forzamotorsport/images/a/ab/FH6_Porsche_959.png/revision/latest?cb=20260516180911,
Koenigsegg Agera 2011,1950000,LEGENDARY,1,https://static.wikia.nocookie.net/forzamotorsport/images/4/4e/FH6_Koenigsegg_Agera.png/revision/latest/scale-to-width-down/1200?cb=20260516175051,
Schuppan 962CR 1993,1950000,EPIC,1,https://static.wikia.nocookie.net/forzamotorsport/images/e/ee/FH6_Schuppan_962CR.png/revision/latest/scale-to-width-down/1200?cb=20260516181154,
Ferrari 599XX 2010,2000000,LEGENDARY,1,https://static.wikia.nocookie.net/forzamotorsport/images/3/34/FH6_Ferrari_599XX.png/revision/latest/scale-to-width-down/1200?cb=20260516173348,
Ferrari F40 1987,2000000,LEGENDARY,1,https://static.wikia.nocookie.net/forzamotorsport/images/8/87/FH6_Ferrari_F40.png/revision/latest/scale-to-width-down/1200?cb=20260516173356,
Ford Supervan 4 2022,2000000,EPIC,1,https://static.wikia.nocookie.net/forzamotorsport/images/b/b6/FH6_Ford_Supervan_4.png/revision/latest/scale-to-width-down/1200?cb=20260516174008,
Koenigsegg Gemera 2024,2000000,EPIC,1,https://static.wikia.nocookie.net/forzamotorsport/images/4/47/FH6_Koenigsegg_Gemera.png/revision/latest/scale-to-width-down/1200?cb=20260516175053,
McLaren Speedtail 2019,2000000,LEGENDARY,1,https://static.wikia.nocookie.net/forzamotorsport/images/e/e6/FH6_McLaren_Speedtail.png/revision/latest/scale-to-width-down/1200?cb=20260516175551,
